note_a_l_ecrit;longitude;nbre_eleves_segpa;nbre_eleves_ulis;effectifs_filles;effectifs_garcons
10.8;2.5155505257714887;60;0;387;393
10.2;2.348640813737571;0;13;231;257
8.9;2.348640813737571;0;13;231;257
8.8;2.4057841110469402;0;0;260;211
9.4;2.4057841110469402;0;0;260;211
8.4;2.463879191379569;62;12;318;325
10.1;2.463879191379569;62;12;318;325
9.0;2.3927968519947727;63;0;254;321
7.9;2.3927968519947727;63;0;254;321
10.8;2.392386447811229;0;0;278;275
10.5;2.392386447811229;0;0;278;275
8.4;2.381185722625792;0;0;279;359
9.6;2.381185722625792;0;0;279;359
8.5;2.3970845455341996;0;14;278;272
9.1;2.3970845455341996;0;14;278;272
8.7;2.4097993928312675;0;0;256;289
9.8;2.4097993928312675;0;0;256;289
8.7;2.356692691549758;0;13;202;237
8.1;2.356692691549758;0;13;202;237
8.0;2.451333359665507;0;13;319;307
9.2;2.451333359665507;0;13;319;307
9.7;2.36663484936782;0;12;207;185
11.3;2.36663484936782;0;12;207;185
8.6;2.3044618292910357;0;11;265;272
9.6;2.3044618292910357;0;11;265;272
9.0;2.3454149761603635;0;11;186;180
10.4;2.3454149761603635;0;11;186;180
9.1;2.359696342198929;57;0;240;209
9.2;2.359696342198929;57;0;240;209
6.7;2.363861824381881;0;10;150;172
8.5;2.363861824381881;0;10;150;172
9.5;2.361979663421302;59;11;224;194
10.3;2.361979663421302;59;11;224;194
9.2;2.3793080392567565;0;9;136;159
10.4;2.3793080392567565;0;9;136;159
10.4;2.3863933809472635;58;0;285;313
10.6;2.3863933809472635;58;0;285;313
10.3;2.3764864668797987;0;13;222;221
8.7;2.3764864668797987;0;13;222;221
9.8;2.388586699590991;0;11;179;186
11.2;2.388586699590991;0;11;179;186
9.2;2.3893779019454193;44;0;189;222
10.2;2.3893779019454193;44;0;189;222
9.9;2.411192497090158;0;0;171;188
9.1;2.411192497090158;0;0;171;188
8.6;2.5264281636084296;0;12;370;349
7.7;2.5264281636084296;0;12;370;349
9.9;2.1459514411163925;62;13;355;384
8.2;2.1459514411163925;62;13;355;384
9.6;2.445047674355642;0;8;226;246
8.4;2.445047674355642;0;8;226;246
9.6;2.391128043160554;0;8;325;312
7.4;2.391128043160554;0;8;325;312
8.9;2.1630501893574183;48;12;295;321
7.7;2.1630501893574183;48;12;295;321
9.0;2.2665784385656487;59;13;352;341
9.8;2.2665784385656487;59;13;352;341
8.9;2.3181524201029045;0;0;235;232
9.4;2.3181524201029045;0;0;235;232
9.1;2.263559943633735;0;0;167;149
8.4;2.263559943633735;0;0;167;149
7.5;2.1949574953418947;50;12;222;243
9.4;2.1949574953418947;50;12;222;243
7.1;2.220420492601673;0;0;211;223
7.7;2.220420492601673;0;0;211;223
9.0;2.3324808932023453;0;12;340;349
8.0;2.3324808932023453;0;12;340;349
9.2;2.3982890277673703;0;12;331;311
7.9;2.3982890277673703;0;12;331;311
8.9;2.4623540548905716;0;12;253;280
7.8;2.4623540548905716;0;12;253;280
9.0;2.338939659700138;0;15;252;277
10.1;2.338939659700138;0;15;252;277
7.7;2.387060632393486;0;12;179;173
8.6;2.387060632393486;0;12;179;173
7.9;2.3862797602839376;0;11;313;319
8.4;2.3862797602839376;0;11;313;319
8.7;2.021269550288245;0;0;243;257
7.3;2.021269550288245;0;0;243;257
9.3;2.030722601079814;43;0;151;143
7.7;2.030722601079814;43;0;151;143
8.7;1.7480604194085383;0;0;307;302
7.5;1.7480604194085383;0;0;307;302
8.0;1.6917666190699951;0;0;170;171
6.7;1.6917666190699951;0;0;170;171
8.6;1.9492702670522102;58;0;316;305
9.7;1.9492702670522102;58;0;316;305
8.6;55.29129762902777;0;12;314;273
9.4;55.29129762902777;0;12;314;273
10.1;55.64845081999059;0;12;347;327
9.0;55.64845081999059;0;12;347;327
10.2;55.64613866718843;0;11;365;316
9.0;55.64613866718843;0;11;365;316
8.7;55.47650996498801;126;12;476;581
9.9;55.47650996498801;126;12;476;581
9.3;55.48545981655612;61;12;298;301
8.5;55.48545981655612;61;12;298;301
8.3;55.46870789253393;64;15;439;604
9.2;55.46870789253393;64;15;439;604
9.0;55.55265817027803;0;9;242;286
8.9;55.55265817027803;0;9;242;286
8.8;55.59914376045121;98;23;331;405
8.3;55.59914376045121;98;23;331;405
8.2;55.42052144373737;121;10;405;420
7.4;55.42052144373737;121;10;405;420
6.1;-61.07119798782066;0;0;135;148
6.2;-61.07119798782066;0;0;135;148
7.8;-60.99031939294;0;15;108;139
8.0;-60.99031939294;0;15;108;139
7.9;-60.94006428124379;0;0;158;166
8.2;-60.94006428124379;0;0;158;166
9.5;-60.99899027082465;48;17;141;164
8.7;-60.99899027082465;48;17;141;164
7.8;-61.035970173931496;61;13;285;332
8.4;-61.035970173931496;61;13;285;332
6.1;45.12365923691382;0;16;427;450
6.4;45.12365923691382;0;16;427;450
7.7;45.15056004907721;0;0;450;457
8.8;45.15056004907721;0;0;450;457
6.1;45.22372172962821;0;11;594;596
5.4;45.22372172962821;0;11;594;596
8.7;-0.33301993990372764;0;15;120;137
9.6;-0.33301993990372764;0;15;120;137
11.8;-1.6369893266326823;0;11;188;203
13.2;-1.6369893266326823;0;11;188;203
9.6;-1.4037505983876106;0;0;101;115
9.1;-1.4037505983876106;0;0;101;115
8.7;0.48505623165713097;64;12;310;351
8.7;0.48505623165713097;64;12;310;351
10.0;1.073636413782515;0;0;206;221
11.2;1.073636413782515;0;0;206;221
8.0;0.3662398343896867;0;0;145;144
9.5;0.3662398343896867;0;0;145;144
8.5;0.23234900171424258;54;12;251;277
9.9;0.23234900171424258;54;12;251;277
9.5;0.1585252300352849;0;0;249;237
9.9;0.1585252300352849;0;0;249;237
10.5;0.10521875005897947;0;12;172;210
9.3;0.10521875005897947;0;12;172;210
11.0;1.1314851846279557;0;11;113;91
8.4;1.1314851846279557;0;11;113;91
11.5;1.0680494706698562;0;0;111;133
9.1;1.0680494706698562;0;0;111;133
10.6;1.102055412205515;0;0;199;213
9.7;1.102055412205515;0;0;199;213
10.9;0.488863214866513;0;10;249;234
9.3;0.488863214866513;0;10;249;234
9.1;0.46965241109631145;60;12;284;274
9.9;0.46965241109631145;60;12;284;274
11.4;0.6795121801510681;0;6;189;223
11.2;0.6795121801510681;0;6;189;223
9.5;-0.562499679237814;58;15;268;279
9.9;-0.562499679237814;58;15;268;279
10.0;-0.5477859858075566;48;14;162;172
9.0;-0.5477859858075566;48;14;162;172
9.9;0.20311419962138558;41;15;238;289
8.9;0.20311419962138558;41;15;238;289
9.5;0.18087574787166008;60;11;354;357
10.8;0.18087574787166008;60;11;354;357
10.8;-0.3426021927729051;65;11;366;354
11.5;-0.3426021927729051;65;11;366;354
9.3;1.4938800334320828;59;12;205;204
8.6;1.4938800334320828;59;12;205;204
10.1;1.749399447140099;53;0;150;146
11.0;1.749399447140099;53;0;150;146
9.5;1.2839252719177405;0;10;247;232
11.0;1.2839252719177405;0;10;247;232
10.0;1.2254368120589652;62;12;288;329
8.9;1.2254368120589652;62;12;288;329
8.4;1.2982374784259363;58;12;222;237
9.7;1.2982374784259363;58;12;222;237
9.0;0.19016935129102142;93;0;161;176
10.0;0.19016935129102142;93;0;161;176
11.6;-1.1165800235315764;0;13;306;290
12.0;-1.1165800235315764;0;13;306;290
11.1;-0.6680974193606131;60;14;179;193
11.5;-0.6680974193606131;60;14;179;193
9.0;-0.275900840150203;0;0;88;81
12.3;-0.275900840150203;0;0;88;81
10.0;-0.4782495368961803;0;13;300;266
10.4;-0.4782495368961803;0;13;300;266
10.5;-0.18980312585630363;113;13;229;248
8.8;-0.18980312585630363;113;13;229;248
8.5;2.351589984583764;97;14;347;349
9.8;2.351589984583764;97;14;347;349
9.2;3.0061500163371266;64;29;379;359
9.0;3.0061500163371266;64;29;379;359
11.1;3.008270411217655;0;0;220;237
11.2;3.008270411217655;0;0;220;237
8.7;3.000819794519885;61;0;325;352
9.7;3.000819794519885;61;0;325;352
10.5;4.36424053264871;64;12;274;275
10.4;4.36424053264871;64;12;274;275
12.9;4.414770354406607;0;12;217;231
11.5;4.414770354406607;0;12;217;231
10.3;3.2495802249959187;56;27;329;306
9.3;3.2495802249959187;56;27;329;306
7.9;4.1239600014324616;0;11;329;348
8.9;4.1239600014324616;0;11;329;348
9.8;3.847929799069605;46;6;324;326
10.0;3.847929799069605;46;6;324;326
11.7;3.6915503474666664;0;0;229;250
12.9;3.6915503474666664;0;0;229;250
8.6;2.9089852068360944;0;0;170;176
7.9;2.9089852068360944;0;0;170;176
11.2;1.9819915952249412;61;13;393;410
9.6;1.9819915952249412;61;13;393;410
12.6;-1.5841005962595762;57;23;390;418
10.8;-1.5841005962595762;57;23;390;418
11.3;-0.5970005279921484;0;0;265;343
10.1;-0.5970005279921484;0;0;265;343
10.3;-0.5324402157947051;0;0;228;185
8.7;-0.5324402157947051;0;0;228;185
10.1;-0.5162502622117519;63;12;202;232
10.3;-0.5162502622117519;63;12;202;232
10.5;-0.5000595269804583;58;0;237;252
9.6;-0.5000595269804583;58;0;237;252
9.4;-0.7481104943065231;60;13;210;231
10.6;-0.7481104943065231;60;13;210;231
10.2;-0.7849304301383724;0;22;239;222
11.1;-0.7849304301383724;0;22;239;222
10.4;0.20255258707057774;0;13;238;244
9.8;0.20255258707057774;0;13;238;244
8.4;0.21607568733298332;0;0;191;184
8.7;0.21607568733298332;0;0;191;184
8.9;0.22216511837908892;64;0;182;193
9.6;0.22216511837908892;64;0;182;193
10.9;0.20945180441740838;0;13;153;181
10.1;0.20945180441740838;0;13;153;181
9.5;-0.7470400498601503;0;0;128;128
9.2;-0.7470400498601503;0;0;128;128
9.4;5.776499993006937;89;13;295;295
9.3;5.776499993006937;89;13;295;295
9.1;5.419359963845442;0;14;255;272
10.1;5.419359963845442;0;14;255;272
8.9;4.638130116326001;0;13;336;372
9.6;4.638130116326001;0;13;336;372
7.7;5.408349520146369;0;0;187;193
9.2;5.408349520146369;0;0;187;193
8.1;5.432413527640791;82;3;252;312
7.8;5.432413527640791;82;3;252;312
7.9;5.380939776327611;0;13;268;298
6.6;5.380939776327611;0;13;268;298
8.2;5.356524533524035;0;0;233;257
6.5;5.356524533524035;0;0;233;257
6.5;5.365677889611877;0;16;220;244
6.8;5.365677889611877;0;16;220;244
7.4;5.369271084312032;0;13;280;256
9.0;5.369271084312032;0;13;280;256
7.6;5.231344038358879;0;0;361;320
9.0;5.231344038358879;0;0;361;320
8.6;4.662029851916059;82;0;408;393
8.8;4.662029851916059;82;0;408;393
12.2;5.2775586078432255;0;15;308;289
11.2;5.2775586078432255;0;15;308;289
8.4;4.817129263398616;98;0;271;313
7.5;4.817129263398616;98;0;271;313
11.3;4.801565250756268;0;0;301;238
10.9;4.801565250756268;0;0;301;238
8.0;5.048265999805911;94;12;234;240
9.5;5.048265999805911;94;12;234;240
9.8;5.047102900177587;0;13;336;337
10.9;5.047102900177587;0;13;336;337
10.1;5.508972722554812;59;0;265;302
10.8;5.508972722554812;59;0;265;302
8.7;6.9668403330269175;54;26;394;385
9.6;6.9668403330269175;54;26;394;385
8.9;7.2589400189322655;0;0;282;325
10.5;7.2589400189322655;0;0;282;325
6.9;7.202090130979249;0;12;216;219
8.9;7.202090130979249;0;12;216;219
7.5;5.891278619390651;52;21;239;292
8.2;5.891278619390651;52;21;239;292
8.5;5.9311225972969766;0;12;162;168
9.1;5.9311225972969766;0;12;162;168
8.3;3.1150399561108566;54;25;200;229
9.3;3.1150399561108566;54;25;200;229
9.6;3.5358697821799767;65;23;330;341
9.0;3.5358697821799767;65;23;330;341
9.2;4.721299555277839;0;13;314;327
11.2;4.721299555277839;0;13;314;327
7.7;5.056999384307703;0;14;95;123
9.1;5.056999384307703;0;14;95;123
9.2;6.538230348768188;77;14;436;420
9.9;6.538230348768188;77;14;436;420
8.3;5.730740310609724;53;14;216;191
9.1;5.730740310609724;53;14;216;191
6.8;5.728090455359271;0;0;261;240
8.2;5.728090455359271;0;0;261;240
6.9;5.734299014855217;0;14;185;204
8.6;5.734299014855217;0;14;185;204
8.6;5.706289743106682;0;0;284;312
9.9;5.706289743106682;0;0;284;312
8.0;5.149710052183323;85;14;270;293
9.5;5.149710052183323;85;14;270;293
10.1;5.24540999711648;97;9;286;287
10.8;5.24540999711648;97;9;286;287
8.9;4.333899589658417;41;0;233;242
10.3;4.333899589658417;41;0;233;242
10.9;4.387580161645071;0;0;232;244
10.7;4.387580161645071;0;0;232;244
9.8;4.9145618813352545;0;13;209;220
9.9;4.9145618813352545;0;13;209;220
10.7;4.882625384599657;0;13;316;304
8.9;4.882625384599657;0;13;316;304
9.2;4.917235287048299;52;14;316;318
10.5;4.917235287048299;52;14;316;318
7.9;4.891154691482821;63;11;291;350
8.8;4.891154691482821;63;11;291;350
9.1;4.866355379613104;63;13;318;353
10.1;4.866355379613104;63;13;318;353
8.6;4.721762515214991;0;13;223;251
9.3;4.721762515214991;0;13;223;251
8.4;4.883449409156436;60;12;404;400
8.3;4.883449409156436;60;12;404;400
9.4;4.863710113971357;0;18;206;214
11.8;4.863710113971357;0;18;206;214
9.7;4.903774500573558;0;0;232;234
8.4;4.903774500573558;0;0;232;234
10.4;6.829900270160826;0;12;242;270
10.0;6.829900270160826;0;12;242;270
11.5;6.849611971016875;0;11;283;301
10.3;6.849611971016875;0;11;283;301
8.9;6.852888130471386;0;12;158;177
8.9;6.852888130471386;0;12;158;177
9.8;3.1325601863409216;0;22;202;179
8.0;3.1325601863409216;0;22;202;179
8.0;4.835703569402592;55;0;233;283
9.2;4.835703569402592;55;0;233;283
9.0;4.418356320377742;0;10;135;127
8.6;4.418356320377742;0;10;135;127
9.4;-1.7654001329716966;102;13;281;339
10.3;-1.7654001329716966;102;13;281;339
9.8;-1.6679296130380918;60;0;181;230
10.4;-1.6679296130380918;60;0;181;230
7.6;-1.6632694028595163;63;8;293;291
9.1;-1.6632694028595163;63;8;293;291
9.6;2.411889927344315;0;11;127;163
8.9;2.411889927344315;0;11;127;163
9.4;2.06710967051571;0;11;248;272
7.4;2.06710967051571;0;11;248;272
9.7;1.3878305301418516;60;0;213;271
8.5;1.3878305301418516;60;0;213;271
8.7;1.454989472728926;107;10;210;234
8.0;1.454989472728926;107;10;210;234
9.6;1.8658694628677754;53;0;194;199
9.6;1.8658694628677754;53;0;194;199
6.8;1.3163799783909151;0;12;188;174
7.7;1.3163799783909151;0;12;188;174
9.2;9.266768799318287;62;15;276;253
10.9;9.266768799318287;62;15;276;253
9.7;6.201199399255605;58;9;219;223
8.8;6.201199399255605;58;9;219;223
10.8;6.143700130181998;0;15;136;135
12.4;6.143700130181998;0;15;136;135
9.6;6.134789846987164;0;12;147;122
10.2;6.134789846987164;0;12;147;122
9.1;6.1632895291222685;0;0;135;157
9.5;6.1632895291222685;0;0;135;157
9.4;5.198129436091281;43;21;213;204
9.6;5.198129436091281;43;21;213;204
10.4;5.385400285173376;0;22;201;212
9.7;5.385400285173376;0;22;201;212
8.4;5.405019875530204;41;0;108;96
9.2;6.817740550247311;38;25;262;268
9.7;6.817740550247311;38;25;262;268
7.6;6.2272104275955655;0;14;197;255
7.5;6.2272104275955655;0;14;197;255
8.5;6.031539425340115;28;15;172;166
10.6;6.031539425340115;28;15;172;166
12.1;6.7195097563106785;54;13;255;287
9.5;6.7195097563106785;54;13;255;287
9.2;6.147590016590711;77;17;221;248
10.2;6.147590016590711;77;17;221;248
11.5;6.975126001023535;0;0;143;123
9.8;6.975126001023535;0;0;143;123
8.2;4.722190512361697;61;0;155;178
8.0;4.722190512361697;61;0;155;178
9.1;4.74591000737515;40;0;175;162
10.6;4.74591000737515;40;0;175;162
10.8;4.366969572608813;0;10;196;174
10.3;4.366969572608813;0;10;196;174
9.9;4.646499964728705;0;20;149;157
10.2;4.646499964728705;0;20;149;157
8.4;3.719370530973969;63;9;277;290
7.9;3.719370530973969;63;9;277;290
7.9;4.968319750330073;77;11;210;193
8.1;4.968319750330073;77;11;210;193
8.0;4.021849763224255;0;12;236;258
9.2;4.021849763224255;0;12;236;258
6.7;4.005970510389876;60;0;229;226
6.1;4.005970510389876;60;0;229;226
8.6;4.011479492261338;0;20;256;353
9.5;4.011479492261338;0;20;256;353
9.7;4.908199818700666;21;0;188;206
8.4;4.908199818700666;21;0;188;206
9.2;7.7638122050810265;46;26;349;366
9.0;7.7638122050810265;46;26;349;366
10.3;7.846765242693399;74;26;458;455
9.5;7.846765242693399;74;26;458;455
10.4;7.688407452856696;0;13;300;347
9.2;7.688407452856696;0;13;300;347
7.2;7.731634119330065;0;0;212;217
8.3;7.731634119330065;0;0;212;217
8.3;7.76792065723995;63;25;378;412
10.3;7.76792065723995;63;25;378;412
9.4;7.705390658437511;0;0;292;330
9.8;7.705390658437511;0;0;292;330
8.0;7.762684469825641;48;14;174;201
7.5;7.762684469825641;48;14;174;201
11.5;7.777870947628021;0;13;281;341
11.0;7.777870947628021;0;13;281;341
7.6;7.368231318262159;0;9;178;155
9.9;7.368231318262159;0;9;178;155
5.5;7.3327449311828765;82;23;353;359
7.8;7.3327449311828765;82;23;353;359
7.9;7.311441390251784;101;8;381;377
7.9;7.311441390251784;101;8;381;377
7.4;-61.52929572730958;68;20;263;305
7.0;-61.52929572730958;68;20;263;305
9.6;-61.786959071519654;0;0;136;128
10.1;-61.786959071519654;0;0;136;128
8.6;-61.67041044710481;0;0;208;236
8.7;-61.67041044710481;0;0;208;236
8.9;-52.31596507060845;110;13;586;660
8.2;-52.31596507060845;110;13;586;660
7.1;-52.3231698305509;0;34;439;429
6.7;-52.3231698305509;0;34;439;429
8.6;-52.6434566655344;120;15;466;433
9.4;-52.6434566655344;120;15;466;433
7.5;-52.66853741637755;0;22;326;316
8.3;-52.66853741637755;0;22;326;316
4.1;-54.03559174238066;0;29;429;437
4.6;-54.03559174238066;0;29;429;437
5.1;-54.03134916195046;0;36;439;469
5.3;-54.03134916195046;0;36;439;469
8.9;3.4561299688747322;68;26;207;205
6.7;3.4561299688747322;68;26;207;205
10.7;3.364100416390511;0;10;216;210
9.3;3.364100416390511;0;10;216;210
10.1;3.6408502326688725;62;13;336;370
8.1;3.6408502326688725;62;13;336;370
7.2;3.3058406117100048;61;0;244;264
7.2;3.3058406117100048;61;0;244;264
9.1;2.1407595120776297;0;13;230;247
10.3;2.1407595120776297;0;13;230;247
9.4;2.437900460854897;50;26;372;371
10.3;2.437900460854897;50;26;372;371
9.2;2.9977898297798644;0;13;326;348
9.5;2.9977898297798644;0;13;326;348
9.4;2.120893100543731;51;0;173;195
11.1;2.120893100543731;51;0;173;195
10.7;2.0762014443924333;0;0;136;131
9.1;2.0762014443924333;0;0;136;131
9.2;1.6746446524720404;0;0;158;142
10.3;1.6746446524720404;0;0;158;142
9.3;3.0535806066000877;35;13;185;218
7.8;3.0535806066000877;35;13;185;218
9.9;2.3948734187132454;0;14;68;79
10.4;3.1310706351778967;0;0;207;211
8.8;3.1310706351778967;0;0;207;211
6.6;3.3954403591508777;0;0;218;215
8.8;3.3954403591508777;0;0;218;215
9.2;3.382930373268679;41;12;167;184
9.4;3.382930373268679;41;12;167;184
10.0;4.06094930878839;0;0;150;149
8.6;4.06094930878839;0;0;150;149
8.2;2.3041700698011334;0;14;164;164
8.5;2.3041700698011334;0;14;164;164
8.6;4.090250109750892;0;0;156;169
8.2;4.090250109750892;0;0;156;169
9.4;3.070130015934418;48;0;154;195
9.8;3.070130015934418;48;0;154;195
7.6;3.0462601560354328;0;0;202;222
8.6;3.0462601560354328;0;0;202;222
9.1;3.9636805802247674;36;12;148;150
7.8;3.9636805802247674;36;12;148;150
6.8;3.941730398498145;21;11;266;276
8.0;3.941730398498145;21;11;266;276
9.2;5.971549365480695;63;12;350;337
9.0;5.971549365480695;63;12;350;337
9.3;5.959119576253574;0;12;310;320
9.8;5.959119576253574;0;12;310;320
9.9;5.591925752331434;0;8;145;171
10.4;5.591925752331434;0;8;145;171
10.4;5.468919719671181;114;0;240;296
9.6;5.468919719671181;114;0;240;296
11.5;6.849611971016875;0;12;301;277
10.3;6.849611971016875;0;12;301;277
7.6;6.840144019496699;85;0;195;226
9.2;6.840144019496699;85;0;195;226
10.6;5.00519949831528;59;18;146;189
10.1;5.00519949831528;59;18;146;189
11.0;4.342099818900879;24;9;154;165
10.9;4.342099818900879;24;9;154;165
12.4;3.683490280380998;0;0;59;63
10.5;4.845740006274551;60;11;200;226
10.1;4.845740006274551;60;11;200;226
7.9;3.5047583866224055;58;0;224;238
9.7;3.5047583866224055;58;0;224;238
10.2;3.724208294661626;0;12;288;262
9.7;3.724208294661626;0;12;288;262
10.2;-1.6798204949066526;0;0;236;225
9.8;-1.6798204949066526;0;0;236;225
10.6;-2.5523393198124786;35;0;97;94
11.5;-2.5523393198124786;35;0;97;94
10.2;-2.7704165984153195;80;0;259;294
11.4;-2.7704165984153195;80;0;259;294
11.2;2.9218695336613005;0;0;74;75
10.6;2.9218695336613005;0;0;74;75
10.5;1.35059988891993;96;0;175;182
9.1;1.35059988891993;96;0;175;182
10.0;0.7222894684723303;0;0;121;137
10.0;0.7222894684723303;0;0;121;137
9.6;1.90635010451614;52;11;264;261
9.5;1.90635010451614;52;11;264;261
8.9;1.8894495208952078;0;0;324;287
9.2;1.8894495208952078;0;0;324;287
6.8;1.3163799783909151;0;12;161;152
7.7;1.3163799783909151;0;12;161;152
8.0;1.7470997684602165;0;0;226;209
9.1;1.7470997684602165;0;0;226;209
10.8;9.279163568037063;0;0;291;338
9.8;9.279163568037063;0;0;291;338
12.6;9.447563935883256;0;9;214;193
11.3;9.447563935883256;0;9;214;193
9.7;6.201199399255605;62;11;234;239
8.8;6.201199399255605;62;11;234;239
10.8;6.143700130181998;0;13;141;128
12.4;6.143700130181998;0;13;141;128
8.6;5.762499859335035;0;9;217;216
9.6;5.762499859335035;0;9;217;216
8.4;5.405019875530204;48;0;117;115
10.1;6.876109957692088;27;0;317;307
10.0;6.876109957692088;27;0;317;307
10.2;6.777449906556984;0;0;119;122
11.5;6.777449906556984;0;0;119;122
8.5;6.031539425340115;29;10;174;179
10.6;6.031539425340115;29;10;174;179
9.7;6.8500603280484285;0;0;116;106
9.5;6.8500603280484285;0;0;116;106
9.2;6.147590016590711;76;28;228;226
10.2;6.147590016590711;76;28;228;226
10.4;6.949055257801907;52;12;302;367
9.6;6.949055257801907;52;12;302;367
10.3;4.735030247608767;0;10;119;108
8.3;4.735030247608767;0;10;119;108
10.7;4.716599748207943;0;12;95;113
9.4;4.716599748207943;0;12;95;113
9.0;4.720399472113474;0;8;160;149
8.5;4.720399472113474;0;8;160;149
10.8;4.366969572608813;0;10;207;179
10.3;4.366969572608813;0;10;207;179
8.3;4.939800414516984;66;11;156;165
8.1;4.939800414516984;66;11;156;165
8.3;4.03975640245375;0;0;284;302
9.5;4.03975640245375;0;0;284;302
9.2;4.033710433120712;56;9;220;253
8.5;4.033710433120712;56;9;220;253
7.6;4.07977965172983;0;9;261;237
8.0;4.07977965172983;0;9;261;237
8.3;4.966639632648322;0;0;210;204
9.1;4.966639632648322;0;0;210;204
9.6;4.368359903609187;0;13;316;311
8.9;4.368359903609187;0;13;316;311
9.5;4.058850659618287;0;12;289;290
9.6;4.058850659618287;0;12;289;290
9.2;7.7638122050810265;51;13;341;355
9.0;7.7638122050810265;51;13;341;355
9.8;7.7379675122498215;0;23;195;213
8.3;7.7379675122498215;0;23;195;213
12.6;7.72096125009272;42;11;318;321
11.6;7.72096125009272;42;11;318;321
7.2;7.718478934875065;53;13;328;356
7.5;7.718478934875065;53;13;328;356
9.8;7.32905319590329;104;18;274;242
8.7;7.32905319590329;104;18;274;242
7.6;7.368231318262159;0;10;181;178
9.9;7.368231318262159;0;10;181;178
9.3;7.305630218908527;0;18;272;280
9.5;7.305630218908527;0;18;272;280
7.4;-61.52929572730958;62;27;294;330
7.0;-61.52929572730958;62;27;294;330
7.1;-61.50644991429143;68;20;469;468
7.8;-61.50644991429143;68;20;469;468
8.1;-61.502345644669006;0;0;346;373
7.3;-61.502345644669006;0;0;346;373
6.9;-61.54502892749643;97;21;180;199
6.4;-61.54502892749643;97;21;180;199
7.7;-52.30855955893174;0;25;437;420
6.9;-52.30855955893174;0;25;437;420
4.0;-54.38201971453933;58;0;247;249
3.5;-54.38201971453933;58;0;247;249
8.0;-52.329340866552606;0;17;451;429
6.9;-52.329340866552606;0;17;451;429
6.8;-52.35117007411128;139;22;498;515
6.8;-52.35117007411128;139;22;498;515
5.4;-51.80158020383675;47;24;341;332
4.8;-51.80158020383675;47;24;341;332
7.6;-54.027881321610295;91;24;399;468
6.5;-54.027881321610295;91;24;399;468
8.9;3.4561299688747322;73;25;219;214
6.7;3.4561299688747322;73;25;219;214
11.7;3.7837402781289144;0;0;149;140
10.2;3.7837402781289144;0;0;149;140
8.2;2.467662873811276;0;0;356;342
7.5;2.467662873811276;0;0;356;342
8.6;2.476239643181955;0;13;327;344
9.8;2.476239643181955;0;13;327;344
8.8;2.5979493308925186;0;13;219;230
8.7;2.5979493308925186;0;13;219;230
8.9;2.2683251519835483;61;26;314;366
11.1;2.2683251519835483;61;26;314;366
11.6;1.785335489857011;0;0;115;106
8.8;1.785335489857011;0;0;115;106
10.7;2.0762014443924333;0;0;130;131
9.1;2.0762014443924333;0;0;130;131
9.1;2.9252701068091618;62;25;366;378
10.0;2.9252701068091618;62;25;366;378
7.6;3.247760687010971;60;13;403;425
8.7;3.247760687010971;60;13;403;425
8.2;3.5010114530765613;0;0;266;232
6.5;3.5010114530765613;0;0;266;232
9.2;3.382930373268679;46;12;153;189
9.4;3.382930373268679;46;12;153;189
7.3;2.331560244588171;54;0;248;235
10.1;2.331560244588171;54;0;248;235
8.7;2.3564601592025523;0;11;165;163
9.2;2.3564601592025523;0;11;165;163
8.1;4.050690661024452;52;11;210;213
9.9;4.050690661024452;52;11;210;213
8.1;3.909300273180787;0;0;126;127
10.0;3.909300273180787;0;0;126;127
10.0;3.0941300893778436;57;0;196;210
9.2;3.0941300893778436;57;0;196;210
7.9;3.164919554423088;0;15;186;206
7.2;3.164919554423088;0;15;186;206
7.1;3.1758006508446877;53;0;256;306
7.5;3.1758006508446877;53;0;256;306
7.9;3.1894893121105476;49;13;176;218
6.9;3.1894893121105476;49;13;176;218
6.0;3.5038220362532377;37;0;156;160
6.1;3.5038220362532377;37;0;156;160
8.8;2.622779628122749;38;0;279;255
10.4;2.622779628122749;38;0;279;255
10.4;2.6302301996805917;0;12;262;339
9.1;2.6302301996805917;0;12;262;339
9.6;2.921099632581262;55;0;235;289
10.3;2.921099632581262;55;0;235;289
10.9;1.6093893504615437;44;11;196;204
8.8;1.6093893504615437;44;11;196;204
10.1;2.4787500415447026;0;0;184;183
8.3;2.4787500415447026;0;0;184;183
8.8;2.901050524240089;59;11;279;307
7.5;2.901050524240089;59;11;279;307
9.5;2.5449694761045163;48;13;296;270
11.2;2.5449694761045163;48;13;296;270
10.0;2.823900494132792;63;0;381;343
8.4;2.823900494132792;63;0;381;343
8.9;2.7992097018058164;56;11;239;239
8.2;2.7992097018058164;56;11;239;239
7.6;1.5844998448274454;52;0;232;254
9.9;1.5844998448274454;52;0;232;254
11.0;2.4807895586763813;50;13;239;216
10.6;2.4807895586763813;50;13;239;216
11.3;2.877100390185131;47;9;319;303
9.3;2.877100390185131;47;9;319;303
8.9;2.6352357143411234;0;0;409;388
9.8;2.6352357143411234;0;0;409;388
8.3;2.9125511571538625;49;13;275;304
8.8;2.9125511571538625;49;13;275;304
9.4;2.639678808887983;0;0;173;169
7.7;2.639678808887983;0;0;173;169
8.0;2.9589829046749982;0;0;310;280
8.7;2.9589829046749982;0;0;310;280
9.5;2.6335823680243378;59;12;265;275
11.2;2.6335823680243378;59;12;265;275
8.3;2.4007070242400093;0;0;370;386
